schema,case,run,position,mode,backend_identity,binary_sha256,tasks,stack_bytes,touch_bytes,page_size,sentinels_per_task,yields_per_task,requested_yields,barrier_yields,measured_yields,checksum,expected_checksum,runtime_switches,expected_runtime_switches,wall_ns,user_us,system_us,minor_faults_delta,major_faults_delta,voluntary_context_switches_delta,involuntary_context_switches_delta,spawned,completed,peak_active,vm_peak_kb,vm_hwm_kb,vm_size_kb,vm_rss_kb,rss_anon_kb,rss_file_kb,rss_shmem_kb,setup_minor_faults,setup_major_faults,smaps_rss_kb,smaps_pss_kb,smaps_private_clean_kb,smaps_private_dirty_kb,smaps_anonymous_kb
rco-high-concurrency-v2,tasks-1024,3,3,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,1024,65536,4096,4096,1,64,65536,1023,66559,8486400,8486400,139262,139262,2681420,2688,0,1,0,0,0,1024,1024,1024,76292,13824,76292,13824,12444,1380,0,3417,0,14092,12675,20,12644,12648
rco-high-concurrency-v2,tasks-4096,3,1,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,4096,65536,4096,4096,1,64,262144,4095,266239,33945600,33945600,557054,557054,13211805,12974,249,1,0,0,0,4096,4096,4096,298268,51492,298268,51492,50200,1292,0,12822,0,51572,50305,20,50276,50280
rco-high-concurrency-v2,tasks-4096,3,2,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,4096,65536,4096,4096,1,64,262144,4095,266239,33945600,33945600,557054,557054,13352976,13183,181,1,0,0,0,4096,4096,4096,298268,51580,298268,51580,50192,1388,0,12823,0,51664,50302,20,50272,50276
rco-high-concurrency-v2,tasks-4096,3,3,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,4096,65536,4096,4096,1,64,262144,4095,266239,33945600,33945600,557054,557054,44948252,44961,0,1,0,0,0,4096,4096,4096,298268,51660,298268,51660,50192,1468,0,12823,0,51748,50307,20,50276,50280
rco-high-concurrency-v2,tasks-16384,3,1,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,16384,65536,4096,4096,1,64,1048576,16383,1064959,135782400,135782400,2228222,2228222,82647027,82319,246,1,0,0,2,16384,16384,16384,1186164,202064,1186164,202064,200676,1388,0,50457,0,202200,200838,20,200808,200812
rco-high-concurrency-v2,tasks-16384,3,2,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,16384,65536,4096,4096,1,64,1048576,16383,1064959,135782400,135782400,2228222,2228222,322151677,318018,4072,1,0,0,2,16384,16384,16384,1186164,202056,1186164,202056,200676,1380,0,50458,0,202256,200839,20,200808,200812
rco-high-concurrency-v2,tasks-16384,3,3,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,16384,65536,4096,4096,1,64,1048576,16383,1064959,135782400,135782400,2228222,2228222,82909973,82431,495,1,0,0,0,16384,16384,16384,1186164,202064,1186164,202064,200676,1388,0,50458,0,202200,200838,20,200808,200812
rco-high-concurrency-v2,working-set-32k,3,1,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,1024,98304,32768,4096,8,64,65536,1023,66559,67891200,67891200,139262,139262,15823136,15644,152,1,0,0,1,1024,1024,1024,109060,42536,109060,42536,41228,1308,0,10584,0,42632,41349,20,41320,41324
rco-high-concurrency-v2,working-set-32k,3,2,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,1024,98304,32768,4096,8,64,65536,1023,66559,67891200,67891200,139262,139262,5212874,5177,48,1,0,0,0,1024,1024,1024,109060,42608,109060,42608,41220,1388,0,10584,0,42708,41346,20,41316,41320
rco-high-concurrency-v2,working-set-32k,3,3,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,1024,98304,32768,4096,8,64,65536,1023,66559,67891200,67891200,139262,139262,5204088,5184,31,1,0,0,0,1024,1024,1024,109060,42536,109060,42536,41228,1308,0,10583,0,42632,41349,20,41320,41324
rco-high-concurrency-v2,working-set-128k,3,1,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,1024,196608,131072,4096,32,64,65536,1023,66559,271564800,271564800,139262,139262,29027872,29016,27,1,0,0,0,1024,1024,1024,207364,140724,207364,140724,139432,1292,0,35158,0,140916,139649,20,139620,139624
rco-high-concurrency-v2,working-set-128k,3,2,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,1024,196608,131072,4096,32,64,65536,1023,66559,271564800,271564800,139262,139262,27528238,26107,1437,1,0,0,0,1024,1024,1024,207364,140776,207364,140776,139432,1344,0,35158,0,140972,139654,20,139624,139628
rco-high-concurrency-v2,working-set-128k,3,3,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,1024,196608,131072,4096,32,64,65536,1023,66559,271564800,271564800,139262,139262,44238699,44255,0,1,0,0,0,1024,1024,1024,207364,140732,207364,140732,139432,1300,0,35161,0,140924,139649,20,139620,139624
rco-high-concurrency-v2,working-set-256k,3,1,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,1024,327680,262144,4096,64,64,65536,1023,66559,543129600,543129600,139262,139262,82547543,82312,252,1,0,0,0,1024,1024,1024,338436,271940,338436,271940,270640,1300,0,67926,0,271996,270721,20,270692,270696
rco-high-concurrency-v2,working-set-256k,3,2,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,1024,327680,262144,4096,64,64,65536,1023,66559,543129600,543129600,139262,139262,97070721,96148,934,1,0,0,0,1024,1024,1024,338436,271956,338436,271956,270640,1316,0,67925,0,272012,270721,20,270692,270696
rco-high-concurrency-v2,working-set-256k,3,3,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,1024,327680,262144,4096,64,64,65536,1023,66559,543129600,543129600,139262,139262,81546564,81564,0,1,0,0,0,1024,1024,1024,338436,271956,338436,271956,270640,1316,0,67925,0,272012,270721,20,270692,270696
rco-high-concurrency-v2,yields-16,3,1,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,1024,65536,4096,4096,1,16,16384,1023,17407,2219520,2219520,40958,40958,2508901,2522,0,1,0,0,0,1024,1024,1024,76292,13832,76292,13832,12444,1388,0,3418,0,14036,12674,20,12644,12648
rco-high-concurrency-v2,yields-16,3,2,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,1024,65536,4096,4096,1,16,16384,1023,17407,2219520,2219520,40958,40958,671396,0,682,1,0,0,0,1024,1024,1024,76292,13784,76292,13784,12440,1344,0,3414,0,13988,12670,20,12640,12644
rco-high-concurrency-v2,yields-16,3,3,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,1024,65536,4096,4096,1,16,16384,1023,17407,2219520,2219520,40958,40958,656896,664,0,1,0,0,0,1024,1024,1024,76292,13832,76292,13832,12444,1388,0,3417,0,14036,12674,20,12644,12648
rco-high-concurrency-v2,yields-128,3,1,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,1024,65536,4096,4096,1,128,131072,1023,132095,16842240,16842240,270334,270334,5049199,5057,0,1,0,0,0,1024,1024,1024,76292,13740,76292,13740,12448,1292,0,3415,0,13940,12673,20,12644,12648
rco-high-concurrency-v2,yields-128,3,2,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,1024,65536,4096,4096,1,128,131072,1023,132095,16842240,16842240,270334,270334,7633190,7641,0,1,0,0,0,1024,1024,1024,76292,13832,76292,13832,12444,1388,0,3417,0,14036,12674,20,12644,12648
rco-high-concurrency-v2,yields-128,3,3,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,1024,65536,4096,4096,1,128,131072,1023,132095,16842240,16842240,270334,270334,17705282,17712,0,1,0,0,0,1024,1024,1024,76292,13828,76292,13828,12440,1388,0,3415,0,14032,12670,20,12640,12644
rco-high-concurrency-v2,yields-1024,3,1,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,1024,65536,4096,4096,1,1024,1048576,1023,1049599,133824000,133824000,2105342,2105342,38569357,35796,2780,1,0,0,0,1024,1024,1024,76292,13784,76292,13784,12440,1344,0,3414,0,13988,12670,20,12640,12644
rco-high-concurrency-v2,yields-1024,3,2,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,1024,65536,4096,4096,1,1024,1048576,1023,1049599,133824000,133824000,2105342,2105342,141313578,137692,3602,1,0,0,1,1024,1024,1024,76292,13832,76292,13832,12444,1388,0,3414,0,14036,12674,20,12644,12648
rco-high-concurrency-v2,yields-1024,3,3,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,1024,65536,4096,4096,1,1024,1048576,1023,1049599,133824000,133824000,2105342,2105342,46903294,45001,1912,1,0,0,0,1024,1024,1024,76292,13752,76292,13752,12452,1300,0,3416,0,13952,12677,20,12648,12652
rco-high-concurrency-v2,tasks-256,4,1,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,256,65536,4096,4096,1,64,16384,255,16639,2121600,2121600,34814,34814,1215671,1225,0,1,0,0,0,256,256,256,20864,4552,20864,4552,3208,1344,0,1063,0,4588,3270,20,3240,3244
rco-high-concurrency-v2,tasks-256,4,2,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,256,65536,4096,4096,1,64,16384,255,16639,2121600,2121600,34814,34814,365399,125,249,1,0,0,0,256,256,256,20864,4532,20864,4532,3208,1324,0,1062,0,4564,3266,20,3236,3240
rco-high-concurrency-v2,tasks-256,4,3,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,256,65536,4096,4096,1,64,16384,255,16639,2121600,2121600,34814,34814,359393,245,123,1,0,0,0,256,256,256,20864,4500,20864,4500,3208,1292,0,1061,0,4532,3265,20,3236,3240
rco-high-concurrency-v2,tasks-1024,4,1,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,1024,65536,4096,4096,1,64,65536,1023,66559,8486400,8486400,139262,139262,2815613,2208,616,1,0,0,0,1024,1024,1024,76292,13832,76292,13832,12444,1388,0,3416,0,14036,12674,20,12644,12648
rco-high-concurrency-v2,tasks-1024,4,2,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,1024,65536,4096,4096,1,64,65536,1023,66559,8486400,8486400,139262,139262,4372931,4142,240,1,0,0,0,1024,1024,1024,76292,13824,76292,13824,12444,1380,0,3416,0,14092,12675,20,12644,12648
rco-high-concurrency-v2,tasks-1024,4,3,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,1024,65536,4096,4096,1,64,65536,1023,66559,8486400,8486400,139262,139262,8942456,8337,645,1,0,0,1,1024,1024,1024,76292,13792,76292,13792,12444,1348,0,3418,0,13996,12674,20,12644,12648
rco-high-concurrency-v2,tasks-4096,4,1,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,4096,65536,4096,4096,1,64,262144,4095,266239,33945600,33945600,557054,557054,12602250,12614,0,1,0,0,0,4096,4096,4096,298268,51664,298268,51664,50196,1468,0,12827,0,51752,50311,20,50280,50284
rco-high-concurrency-v2,tasks-4096,4,2,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,4096,65536,4096,4096,1,64,262144,4095,266239,33945600,33945600,557054,557054,42964406,42935,0,1,0,0,1,4096,4096,4096,298268,51544,298268,51544,50200,1344,0,12824,0,51628,50310,20,50280,50284
rco-high-concurrency-v2,tasks-4096,4,3,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,4096,65536,4096,4096,1,64,262144,4095,266239,33945600,33945600,557054,557054,12016006,12028,0,1,0,0,0,4096,4096,4096,298268,51584,298268,51584,50196,1388,0,12824,0,51668,50306,20,50276,50280
rco-high-concurrency-v2,tasks-16384,4,1,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,16384,65536,4096,4096,1,64,1048576,16383,1064959,135782400,135782400,2228222,2228222,307779218,306383,1293,1,0,0,3,16384,16384,16384,1186164,201988,1186164,201988,200680,1308,0,50455,0,202120,200837,20,200808,200812
rco-high-concurrency-v2,tasks-16384,4,2,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,16384,65536,4096,4096,1,64,1048576,16383,1064959,135782400,135782400,2228222,2228222,81447383,77540,3920,1,0,0,0,16384,16384,16384,1186164,202004,1186164,202004,200680,1324,0,50456,0,202136,200838,20,200808,200812
rco-high-concurrency-v2,tasks-16384,4,3,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,16384,65536,4096,4096,1,64,1048576,16383,1064959,135782400,135782400,2228222,2228222,80060793,79764,313,1,0,0,0,16384,16384,16384,1186164,202020,1186164,202020,200676,1344,0,50457,0,202156,200838,20,200808,200812
rco-high-concurrency-v2,working-set-32k,4,1,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,1024,98304,32768,4096,8,64,65536,1023,66559,67891200,67891200,139262,139262,5295703,4204,1105,1,0,0,0,1024,1024,1024,109060,42556,109060,42556,41216,1340,0,10583,0,42656,41342,20,41312,41316
rco-high-concurrency-v2,working-set-32k,4,2,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,1024,98304,32768,4096,8,64,65536,1023,66559,67891200,67891200,139262,139262,5101456,4898,215,1,0,0,0,1024,1024,1024,109060,42608,109060,42608,41220,1388,0,10585,0,42708,41346,20,41316,41320
rco-high-concurrency-v2,working-set-32k,4,3,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,1024,98304,32768,4096,8,64,65536,1023,66559,67891200,67891200,139262,139262,15707896,15641,79,1,0,0,0,1024,1024,1024,109060,42532,109060,42532,41224,1308,0,10582,0,42628,41345,20,41316,41320
rco-high-concurrency-v2,working-set-128k,4,1,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,1024,196608,131072,4096,32,64,65536,1023,66559,271564800,271564800,139262,139262,27822696,26887,948,1,0,0,0,1024,1024,1024,207364,140816,207364,140816,139428,1388,0,35160,0,141012,139650,20,139620,139624
rco-high-concurrency-v2,working-set-128k,4,2,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,1024,196608,131072,4096,32,64,65536,1023,66559,271564800,271564800,139262,139262,44364268,43878,473,1,0,0,1,1024,1024,1024,207364,140804,207364,140804,139424,1380,0,35160,0,141064,139647,20,139616,139620
rco-high-concurrency-v2,working-set-128k,4,3,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,1024,196608,131072,4096,32,64,65536,1023,66559,271564800,271564800,139262,139262,28805956,26428,2393,1,0,0,0,1024,1024,1024,207364,140740,207364,140740,139432,1308,0,35160,0,140932,139649,20,139620,139624
rco-high-concurrency-v2,working-set-256k,4,1,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,1024,327680,262144,4096,64,64,65536,1023,66559,543129600,543129600,139262,139262,95997666,95713,299,1,0,0,0,1024,1024,1024,338436,271928,338436,271928,270640,1288,0,67926,0,271984,270721,20,270692,270696
rco-high-concurrency-v2,working-set-256k,4,2,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,1024,327680,262144,4096,64,64,65536,1023,66559,543129600,543129600,139262,139262,81109184,81019,0,1,0,0,1,1024,1024,1024,338436,272024,338436,272024,270636,1388,0,67928,0,272084,270722,20,270692,270696
rco-high-concurrency-v2,working-set-256k,4,3,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,1024,327680,262144,4096,64,64,65536,1023,66559,543129600,543129600,139262,139262,80606603,78853,1734,1,0,0,1,1024,1024,1024,338436,271976,338436,271976,270636,1340,0,67928,0,272036,270722,20,270692,270696
rco-high-concurrency-v2,yields-16,4,1,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,1024,65536,4096,4096,1,16,16384,1023,17407,2219520,2219520,40958,40958,778945,790,0,1,0,0,0,1024,1024,1024,76292,13740,76292,13740,12448,1292,0,3414,0,13940,12673,20,12644,12648
rco-high-concurrency-v2,yields-16,4,2,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,1024,65536,4096,4096,1,16,16384,1023,17407,2219520,2219520,40958,40958,670736,170,510,1,0,0,0,1024,1024,1024,76292,13836,76292,13836,12448,1388,0,3416,0,14040,12678,20,12648,12652
rco-high-concurrency-v2,yields-16,4,3,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,1024,65536,4096,4096,1,16,16384,1023,17407,2219520,2219520,40958,40958,2451199,2459,0,1,0,0,0,1024,1024,1024,76292,13740,76292,13740,12448,1292,0,3416,0,13940,12673,20,12644,12648
rco-high-concurrency-v2,yields-128,4,1,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,1024,65536,4096,4096,1,128,131072,1023,132095,16842240,16842240,270334,270334,4956822,4964,0,1,0,0,0,1024,1024,1024,76292,13776,76292,13776,12452,1324,0,3415,0,13976,12677,20,12648,12652
rco-high-concurrency-v2,yields-128,4,2,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,1024,65536,4096,4096,1,128,131072,1023,132095,16842240,16842240,270334,270334,18214677,18223,0,1,0,0,0,1024,1024,1024,76292,13784,76292,13784,12444,1340,0,3416,0,13988,12674,20,12644,12648
rco-high-concurrency-v2,yields-128,4,3,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,1024,65536,4096,4096,1,128,131072,1023,132095,16842240,16842240,270334,270334,5365978,5069,305,1,0,0,0,1024,1024,1024,76292,13768,76292,13768,12444,1324,0,3413,0,13968,12669,20,12640,12644
rco-high-concurrency-v2,yields-1024,4,1,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,1024,65536,4096,4096,1,1024,1048576,1023,1049599,133824000,133824000,2105342,2105342,143637250,143533,80,1,0,0,1,1024,1024,1024,76292,13788,76292,13788,12444,1344,0,3415,0,13992,12673,20,12644,12648
rco-high-concurrency-v2,yields-1024,4,2,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,1024,65536,4096,4096,1,1024,1048576,1023,1049599,133824000,133824000,2105342,2105342,40722646,39137,1596,1,0,0,0,1024,1024,1024,76292,13828,76292,13828,12440,1388,0,3416,0,14036,12674,20,12644,12648
rco-high-concurrency-v2,yields-1024,4,3,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,1024,65536,4096,4096,1,1024,1048576,1023,1049599,133824000,133824000,2105342,2105342,39997875,38073,1921,1,0,0,2,1024,1024,1024,76292,13828,76292,13828,12440,1388,0,3418,0,14032,12670,20,12640,12644
rco-high-concurrency-v2,tasks-256,5,1,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,256,65536,4096,4096,1,64,16384,255,16639,2121600,2121600,34814,34814,387698,393,0,1,0,0,0,256,256,256,20864,4580,20864,4580,3200,1380,0,1065,0,4680,3262,20,3232,3236
rco-high-concurrency-v2,tasks-256,5,2,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,256,65536,4096,4096,1,64,16384,255,16639,2121600,2121600,34814,34814,395441,401,0,1,0,0,0,256,256,256,20864,4592,20864,4592,3204,1388,0,1064,0,4628,3266,20,3236,3240
rco-high-concurrency-v2,tasks-256,5,3,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,256,65536,4096,4096,1,64,16384,255,16639,2121600,2121600,34814,34814,1280810,1086,199,1,0,0,0,256,256,256,20864,4592,20864,4592,3204,1388,0,1064,0,4628,3266,20,3236,3240
rco-high-concurrency-v2,tasks-1024,5,1,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,1024,65536,4096,4096,1,64,65536,1023,66559,8486400,8486400,139262,139262,3077925,2966,117,1,0,0,0,1024,1024,1024,76292,13748,76292,13748,12448,1300,0,3414,0,13948,12673,20,12644,12648
rco-high-concurrency-v2,tasks-1024,5,2,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,1024,65536,4096,4096,1,64,65536,1023,66559,8486400,8486400,139262,139262,9109947,8987,130,1,0,0,0,1024,1024,1024,76292,13904,76292,13904,12436,1468,0,3415,0,14112,12671,20,12640,12644
rco-high-concurrency-v2,tasks-1024,5,3,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,1024,65536,4096,4096,1,64,65536,1023,66559,8486400,8486400,139262,139262,2607730,2616,0,1,0,0,0,1024,1024,1024,76292,13748,76292,13748,12448,1300,0,3416,0,13948,12673,20,12644,12648
rco-high-concurrency-v2,tasks-4096,5,1,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,4096,65536,4096,4096,1,64,262144,4095,266239,33945600,33945600,557054,557054,43939325,42972,917,1,0,0,1,4096,4096,4096,298268,51540,298268,51540,50196,1344,0,12822,0,51624,50305,20,50276,50280
rco-high-concurrency-v2,tasks-4096,5,2,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,4096,65536,4096,4096,1,64,262144,4095,266239,33945600,33945600,557054,557054,12216328,12231,0,1,0,0,0,4096,4096,4096,298268,51540,298268,51540,50200,1340,0,12823,0,51624,50309,20,50280,50284
rco-high-concurrency-v2,tasks-4096,5,3,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,4096,65536,4096,4096,1,64,262144,4095,266239,33945600,33945600,557054,557054,13124685,13139,0,1,0,0,0,4096,4096,4096,298268,51584,298268,51584,50196,1388,0,12822,0,51668,50306,20,50276,50280
rco-high-concurrency-v2,tasks-16384,5,1,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,16384,65536,4096,4096,1,64,1048576,16383,1064959,135782400,135782400,2228222,2228222,82504233,81696,722,1,0,0,5,16384,16384,16384,1186164,201992,1186164,201992,200676,1316,0,50455,0,202124,200833,20,200804,200808
rco-high-concurrency-v2,tasks-16384,5,2,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,16384,65536,4096,4096,1,64,1048576,16383,1064959,135782400,135782400,2228222,2228222,83324011,80402,2904,1,0,0,1,16384,16384,16384,1186164,201972,1186164,201972,200680,1292,0,50455,0,202104,200837,20,200808,200812
rco-high-concurrency-v2,tasks-16384,5,3,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,16384,65536,4096,4096,1,64,1048576,16383,1064959,135782400,135782400,2228222,2228222,309136405,307733,1299,1,0,0,2,16384,16384,16384,1186164,202060,1186164,202060,200672,1388,0,50458,0,202196,200834,20,200804,200808
rco-high-concurrency-v2,working-set-32k,5,1,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,1024,98304,32768,4096,8,64,65536,1023,66559,67891200,67891200,139262,139262,5625756,5640,0,1,0,0,0,1024,1024,1024,109060,42552,109060,42552,41228,1324,0,10584,0,42648,41350,20,41320,41324
rco-high-concurrency-v2,working-set-32k,5,2,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,1024,98304,32768,4096,8,64,65536,1023,66559,67891200,67891200,139262,139262,16369631,16383,0,1,0,0,0,1024,1024,1024,109060,42580,109060,42580,41216,1364,0,10584,0,42684,41346,20,41316,41320
rco-high-concurrency-v2,working-set-32k,5,3,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,1024,98304,32768,4096,8,64,65536,1023,66559,67891200,67891200,139262,139262,5453512,5464,0,1,0,0,0,1024,1024,1024,109060,42604,109060,42604,41216,1388,0,10583,0,42704,41342,20,41312,41316
rco-high-concurrency-v2,working-set-128k,5,1,sysv,sysv,1aa82e4aa0b33dca8dcfeee78275cf420031c101eac95b315930d236935a7e0f,1024,196608,131072,4096,32,64,65536,1023,66559,271564800,271564800,139262,139262,44144305,43253,870,1,0,0,1,1024,1024,1024,207364,140724,207364,140724,139432,1292,0,35158,0,140916,139649,20,139620,139624
rco-high-concurrency-v2,working-set-128k,5,2,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,1024,196608,131072,4096,32,64,65536,1023,66559,271564800,271564800,139262,139262,28282076,27607,691,1,0,0,0,1024,1024,1024,207364,140776,207364,140776,139428,1348,0,35157,0,140972,139650,20,139620,139624
rco-high-concurrency-v2,working-set-128k,5,3,cacs-preserve-none,cacs-preserve-none,f9ff6390d0da0320f088eda34bfceaaaf3f70b97758d8e195bd4e423ce6258db,1024,196608,131072,4096,32,64,65536,1023,66559,271564800,271564800,139262,139262,27975834,26951,1039,1,0,0,0,1024,1024,1024,207364,140748,207364,140748,139432,1316,0,35158,0,140940,139650,20,139620,139624
rco-high-concurrency-v2,working-set-256k,5,1,cacs,cacs,9b9763c07f3b42052a77e7018de9a611c57e11af7df398496b6dd4dfa19c23af,1024,327680,262144,4096,64,64,65536,1023,66559,543129600,543129600,139262,139262,82360109,81869,508,1,0,0,0,1024,1024,1024,338436,272100,338436,272100,270632,1468,0,67928,0,272164,270723,20,270692,270696
